measure,location,sampleDate,unit,value,id
Chemical Oxygen Demand (Cr),Tansanee,26-Feb-16,mg/l,25.7,16033
Chemical Oxygen Demand (Cr),Tansanee,26-Jul-14,mg/l,31.06,15829
Chemical Oxygen Demand (Cr),Tansanee,27-Jun-14,mg/l,71.391,15818
Chemical Oxygen Demand (Cr),Tansanee,27-May-12,mg/l,68.3,15561
Chemical Oxygen Demand (Cr),Tansanee,28-Mar-14,mg/l,96.21,15786
Chemical Oxygen Demand (Cr),Tansanee,28-Oct-13,mg/l,9,15737
Chemical Oxygen Demand (Cr),Tansanee,3-Apr-15,mg/l,25.298,15921
Chemical Oxygen Demand (Cr),Tansanee,3-Dec-14,mg/l,44.57,15880
Chemical Oxygen Demand (Cr),Tansanee,3-Jul-09,mg/l,86.4,15171
Chemical Oxygen Demand (Cr),Tansanee,3-Sep-14,mg/l,53.7,15842
Chemical Oxygen Demand (Cr),Tansanee,30-Nov-12,mg/l,68.64,15626
Chemical Oxygen Demand (Cr),Tansanee,4-Dec-10,mg/l,60.84,15352
Chemical Oxygen Demand (Cr),Tansanee,4-Dec-11,mg/l,60,15491
Chemical Oxygen Demand (Cr),Tansanee,4-Dec-15,mg/l,36.15,16002
Chemical Oxygen Demand (Cr),Tansanee,4-Mar-12,mg/l,63.84,15527
Chemical Oxygen Demand (Cr),Tansanee,4-Oct-09,mg/l,28.36,15206
Chemical Oxygen Demand (Cr),Tansanee,4-Sep-16,mg/l,35.146,16096
Chemical Oxygen Demand (Cr),Tansanee,5-Feb-15,mg/l,100.2,15901
Chemical Oxygen Demand (Cr),Tansanee,5-Jun-10,mg/l,51.11,15292
Chemical Oxygen Demand (Cr),Tansanee,5-Sep-09,mg/l,37.1,15194
Chemical Oxygen Demand (Cr),Tansanee,5-Sep-15,mg/l,67.094,15970
Chemical Oxygen Demand (Cr),Tansanee,6-Dec-09,mg/l,48.48,15232
Chemical Oxygen Demand (Cr),Tansanee,6-Jan-14,mg/l,9,15759
Chemical Oxygen Demand (Cr),Tansanee,6-Jul-12,mg/l,51.53,15571
Chemical Oxygen Demand (Cr),Tansanee,6-Jun-09,mg/l,89.8,15159
Chemical Oxygen Demand (Cr),Tansanee,7-Feb-09,mg/l,31.25,15113
Chemical Oxygen Demand (Cr),Tansanee,7-Feb-10,mg/l,18.32,15250
Chemical Oxygen Demand (Cr),Tansanee,7-Jan-12,mg/l,62.02,15503
Chemical Oxygen Demand (Cr),Tansanee,7-Nov-13,mg/l,19.97,15740
Chemical Oxygen Demand (Cr),Tansanee,7-Nov-14,mg/l,20.331,15872
Chemical Oxygen Demand (Cr),Tansanee,8-Dec-16,mg/l,42.28,16128
Chemical Oxygen Demand (Cr),Tansanee,8-Oct-11,mg/l,50,15469
Chemical Oxygen Demand (Cr),Tansanee,8-Sep-13,mg/l,52.141,15719
Chemical Oxygen Demand (Cr),Tansanee,9-Apr-11,mg/l,43.65,15397
Chemical Oxygen Demand (Cr),Tansanee,9-Feb-13,mg/l,51.92,15647
Chemical Oxygen Demand (Mn),Tansanee,10-Dec-14,mg/l,6.31,17838
Chemical Oxygen Demand (Mn),Tansanee,10-Jul-15,mg/l,5.94,17895
Chemical Oxygen Demand (Mn),Tansanee,12-Jan-09,mg/l,3.27,17112
Chemical Oxygen Demand (Mn),Tansanee,12-Jul-13,mg/l,10.85,17656
Chemical Oxygen Demand (Mn),Tansanee,12-Nov-16,mg/l,4.153,18041
Chemical Oxygen Demand (Mn),Tansanee,13-Jun-15,mg/l,5.67,17889
Chemical Oxygen Demand (Mn),Tansanee,13-Jun-16,mg/l,10.222,17998
Chemical Oxygen Demand (Mn),Tansanee,13-Mar-09,mg/l,0,17131
Chemical Oxygen Demand (Mn),Tansanee,14-Apr-13,mg/l,2.97,17627
Chemical Oxygen Demand (Mn),Tansanee,14-Dec-13,mg/l,3.25,17718
Chemical Oxygen Demand (Mn),Tansanee,14-May-15,mg/l,3.51,17878
Chemical Oxygen Demand (Mn),Tansanee,14-May-16,mg/l,9.474,17990
Chemical Oxygen Demand (Mn),Tansanee,14-Nov-15,mg/l,4,17939
Chemical Oxygen Demand (Mn),Tansanee,14-Sep-14,mg/l,8.82,17803
Chemical Oxygen Demand (Mn),Tansanee,16-Jul-16,mg/l,13.295,18008
Chemical Oxygen Demand (Mn),Tansanee,16-Mar-13,mg/l,2.73,17619
Chemical Oxygen Demand (Mn),Tansanee,16-May-09,mg/l,6.41,17155
Chemical Oxygen Demand (Mn),Tansanee,16-May-14,mg/l,6.22,17759
Chemical Oxygen Demand (Mn),Tansanee,16-Nov-09,mg/l,5.65,17223
Chemical Oxygen Demand (Mn),Tansanee,17-Aug-13,mg/l,6,17675
Chemical Oxygen Demand (Mn),Tansanee,17-Jun-13,mg/l,10.47,17647
Chemical Oxygen Demand (Mn),Tansanee,17-May-13,mg/l,4.38,17639
Chemical Oxygen Demand (Mn),Tansanee,17-Oct-14,mg/l,3.48,17814
Chemical Oxygen Demand (Mn),Tansanee,17-Oct-15,mg/l,4.16,17932
Chemical Oxygen Demand (Mn),Tansanee,18-Nov-13,mg/l,4.75,17706
Chemical Oxygen Demand (Mn),Tansanee,19-Jan-13,mg/l,9.5,17601
Chemical Oxygen Demand (Mn),Tansanee,2-Apr-16,mg/l,2.173,17980
Chemical Oxygen Demand (Mn),Tansanee,2-Aug-09,mg/l,9.22,17185
Chemical Oxygen Demand (Mn),Tansanee,20-Mar-16,mg/l,4.078,17975
Chemical Oxygen Demand (Mn),Tansanee,21-Oct-16,mg/l,3.951,18034
Chemical Oxygen Demand (Mn),Tansanee,22-Nov-14,mg/l,5.45,17830
Chemical Oxygen Demand (Mn),Tansanee,23-Jan-10,mg/l,7.21,17242
Chemical Oxygen Demand (Mn),Tansanee,25-Apr-09,mg/l,5.23,17151
Chemical Oxygen Demand (Mn),Tansanee,25-Oct-14,mg/l,6.14,17817
Chemical Oxygen Demand (Mn),Tansanee,26-Feb-16,mg/l,5.55,17967
Chemical Oxygen Demand (Mn),Tansanee,26-Jul-14,mg/l,16.62,17783
Chemical Oxygen Demand (Mn),Tansanee,27-Jun-14,mg/l,12.93,17773
Chemical Oxygen Demand (Mn),Tansanee,28-Mar-14,mg/l,9.37,17744
Chemical Oxygen Demand (Mn),Tansanee,28-Oct-13,mg/l,4.2,17697
Chemical Oxygen Demand (Mn),Tansanee,29-Jan-11,mg/l,6.02,17355
Chemical Oxygen Demand (Mn),Tansanee,3-Apr-15,mg/l,6.56,17869
Chemical Oxygen Demand (Mn),Tansanee,3-Dec-14,mg/l,14.3,17833
Chemical Oxygen Demand (Mn),Tansanee,3-Jul-09,mg/l,11.84,17174
Chemical Oxygen Demand (Mn),Tansanee,3-Sep-14,mg/l,10.43,17796
Chemical Oxygen Demand (Mn),Tansanee,4-Dec-15,mg/l,5.268,17945
Chemical Oxygen Demand (Mn),Tansanee,4-Oct-09,mg/l,8.7,17207
Chemical Oxygen Demand (Mn),Tansanee,4-Sep-16,mg/l,5.902,18022
Chemical Oxygen Demand (Mn),Tansanee,5-Sep-09,mg/l,9.53,17195
Chemical Oxygen Demand (Mn),Tansanee,5-Sep-15,mg/l,6.054,17914
Chemical Oxygen Demand (Mn),Tansanee,6-Dec-09,mg/l,6.43,17230
Chemical Oxygen Demand (Mn),Tansanee,6-Jan-14,mg/l,3.5,17719
Chemical Oxygen Demand (Mn),Tansanee,6-Jun-09,mg/l,28.54,17163
Chemical Oxygen Demand (Mn),Tansanee,7-Feb-09,mg/l,3.11,17119
Chemical Oxygen Demand (Mn),Tansanee,7-Nov-13,mg/l,3.63,17700
Chemical Oxygen Demand (Mn),Tansanee,7-Nov-14,mg/l,4.57,17825
Chemical Oxygen Demand (Mn),Tansanee,8-Sep-13,mg/l,7.96,17679
Chemical Oxygen Demand (Mn),Tansanee,9-Feb-13,mg/l,2.18,17605
Chlorides,Tansanee,10-Dec-14,mg/l,338.735,19756
Chlorides,Tansanee,10-Jul-15,mg/l,142.87,19819
Chlorides,Tansanee,10-Jun-11,mg/l,119.8,19348
Chlorides,Tansanee,10-Sep-10,mg/l,196.7,19256
Chlorides,Tansanee,11-Sep-11,mg/l,189,19380
Chlorides,Tansanee,12-Aug-16,mg/l,150.22,19951
Chlorides,Tansanee,12-Jan-09,mg/l,284.3,19058
Chlorides,Tansanee,12-Jul-13,mg/l,239.35,19578
Chlorides,Tansanee,12-Nov-11,mg/l,112.2,19401
Chlorides,Tansanee,12-Nov-16,mg/l,164.51,19981
Chlorides,Tansanee,13-Aug-15,mg/l,210.23,19830
Chlorides,Tansanee,13-Jun-15,mg/l,174.07,19812
Chlorides,Tansanee,13-Jun-16,mg/l,112.32,19931
Chlorides,Tansanee,14-Apr-13,mg/l,189.23,19554
Chlorides,Tansanee,14-Aug-10,mg/l,194,19245
Chlorides,Tansanee,14-May-15,mg/l,137.94,19800
Chlorides,Tansanee,14-May-16,mg/l,116.74,19923
Chlorides,Tansanee,14-Nov-15,mg/l,191.45,19863
Chlorides,Tansanee,14-Sep-14,mg/l,251.31,19720
Chlorides,Tansanee,15-May-10,mg/l,138.4,19215
Chlorides,Tansanee,15-Oct-10,mg/l,128.2,19264
Chlorides,Tansanee,15-Sep-12,mg/l,141,19489
Chlorides,Tansanee,16-Jul-16,mg/l,136.891,19943
Chlorides,Tansanee,16-May-09,mg/l,197,19100
Chlorides,Tansanee,16-Nov-09,mg/l,171.5,19161
Chlorides,Tansanee,17-Feb-16,mg/l,183.646,19894
Chlorides,Tansanee,17-Jun-13,mg/l,156.69,19571
Chlorides,Tansanee,17-Oct-14,mg/l,252.71,19732
Chlorides,Tansanee,17-Oct-15,mg/l,177.61,19856
Chlorides,Tansanee,18-Feb-11,mg/l,192.7,19311
Chlorides,Tansanee,18-Nov-13,mg/l,278.55,19623
Chlorides,Tansanee,19-Nov-10,mg/l,193.8,19280
Chlorides,Tansanee,2-Apr-16,mg/l,194.86,19910
Chlorides,Tansanee,20-Jul-12,mg/l,153.3,19473
Chlorides,Tansanee,20-Mar-15,mg/l,121.348,19788
Chlorides,Tansanee,20-Mar-16,mg/l,181.22,19905
Chlorides,Tansanee,21-Jul-11,mg/l,85.8,19366
Chlorides,Tansanee,21-Oct-16,mg/l,195.7,19973
Chlorides,Tansanee,22-Jan-15,mg/l,294.827,19770
Chlorides,Tansanee,22-Jul-10,mg/l,193.7,19240
Chlorides,Tansanee,22-Nov-14,mg/l,293.338,19748
Chlorides,Tansanee,23-Jan-10,mg/l,208.7,19179
Chlorides,Tansanee,25-Apr-09,mg/l,198.4,19095
Chlorides,Tansanee,25-Mar-12,mg/l,171.6,19438
Chlorides,Tansanee,25-Oct-14,mg/l,294.827,19735
Chlorides,Tansanee,26-Feb-16,mg/l,178.68,19897
Chlorides,Tansanee,27-Jun-14,mg/l,157.943,19691
Chlorides,Tansanee,27-May-12,mg/l,150.8,19458
Chlorides,Tansanee,28-Mar-14,mg/l,197.12,19661
Chlorides,Tansanee,3-Apr-15,mg/l,180.1,19792
Chlorides,Tansanee,3-Dec-14,mg/l,256.92,19752
Chlorides,Tansanee,3-Jul-09,mg/l,273.5,19118
Chlorides,Tansanee,3-Sep-14,mg/l,244.923,19713
Chlorides,Tansanee,4-Dec-10,mg/l,226.2,19284
Chlorides,Tansanee,4-Dec-15,mg/l,183.21,19868
Chlorides,Tansanee,4-Oct-09,mg/l,227.5,19149
Chlorides,Tansanee,4-Sep-16,mg/l,159.82,19959
Chlorides,Tansanee,5-Feb-15,mg/l,264.702,19772
Chlorides,Tansanee,5-Jun-10,mg/l,154.5,19222
Chlorides,Tansanee,5-Sep-09,mg/l,248.8,19138
Chlorides,Tansanee,5-Sep-15,mg/l,146.91,19837
Chlorides,Tansanee,6-Dec-09,mg/l,162.7,19168
Chlorides,Tansanee,6-Jan-14,mg/l,284.297,19635
Chlorides,Tansanee,6-Jun-09,mg/l,341,19107
Chlorides,Tansanee,7-Feb-09,mg/l,327.9,19064
Chlorides,Tansanee,7-Feb-10,mg/l,274.8,19184
Chlorides,Tansanee,7-Jan-12,mg/l,170.8,19417
Chlorides,Tansanee,7-Nov-14,mg/l,282.815,19743
Chlorides,Tansanee,8-Dec-16,mg/l,248.17,19990
Chlorides,Tansanee,8-Sep-13,mg/l,253.85,19598
Chlorides,Tansanee,9-Apr-11,mg/l,123.7,19330
Chlorides,Tansanee,9-Feb-13,mg/l,192.272,19535
Chromium,Tansanee,11-Apr-10,ug/l,1,21269
Chromium,Tansanee,11-Mar-10,ug/l,1,21258
Chromium,Tansanee,14-Aug-10,ug/l,1,21308
Chromium,Tansanee,16-May-09,ug/l,0.5,21188
Chromium,Tansanee,22-Jul-10,ug/l,1,21303
Chromium,Tansanee,23-Jan-10,ug/l,1,21245
Chromium,Tansanee,3-Jul-09,ug/l,1.4,21200
Chromium,Tansanee,4-Oct-09,ug/l,1,21220
Chromium,Tansanee,5-Jun-10,ug/l,2.64,21286
Chromium,Tansanee,5-Sep-09,ug/l,1.2,21214
Chromium,Tansanee,7-Feb-10,ug/l,1,21249
Chromium,Tansanee,9-Apr-11,ug/l,3.56,21382
Chromium,Tansanee,9-Jul-10,ug/l,4.81,21296
Copper,Tansanee,10-Jun-11,ug/l,13.43,22889
Copper,Tansanee,11-Apr-10,ug/l,4.28,22758
Copper,Tansanee,11-Mar-10,ug/l,6.46,22747
Copper,Tansanee,11-Sep-11,ug/l,11.27,22918
Copper,Tansanee,12-Nov-11,ug/l,9.27,22939
Copper,Tansanee,14-Aug-10,ug/l,6.27,22797
Copper,Tansanee,16-May-09,ug/l,8.9,22683
Copper,Tansanee,22-Jul-10,ug/l,3.49,22792
Copper,Tansanee,23-Jan-10,ug/l,7.45,22734
Copper,Tansanee,25-Mar-12,ug/l,4.1,22973
Copper,Tansanee,3-Jul-09,ug/l,7.9,22693
Copper,Tansanee,4-Oct-09,ug/l,1.5,22711
Copper,Tansanee,5-Jun-10,ug/l,3.87,22775
Copper,Tansanee,5-Sep-09,ug/l,1.6,22705
Copper,Tansanee,7-Feb-10,ug/l,9.14,22738
Copper,Tansanee,9-Apr-11,ug/l,5.62,22872
Copper,Tansanee,9-Jul-10,ug/l,3.71,22785
Dieldrin,Tansanee,3-Jul-09,ug/l,0.008,23645
Dissolved organic carbon,Tansanee,10-Dec-14,mg/l,3.59,23670
Dissolved organic carbon,Tansanee,14-Sep-14,mg/l,5.63,23664
Dissolved organic carbon,Tansanee,16-May-14,mg/l,2.78,23661
Dissolved organic carbon,Tansanee,17-Oct-14,mg/l,3.63,23665
Dissolved organic carbon,Tansanee,22-Nov-14,mg/l,3.82,23668
Dissolved organic carbon,Tansanee,25-Oct-14,mg/l,3.63,23666
Dissolved organic carbon,Tansanee,26-Jul-14,mg/l,4.63,23663
Dissolved organic carbon,Tansanee,27-Jun-14,mg/l,2.94,23662
Dissolved organic carbon,Tansanee,28-Mar-14,mg/l,3.7,23660
Dissolved organic carbon,Tansanee,3-Dec-14,mg/l,2.88,23669
Dissolved organic carbon,Tansanee,6-Jan-14,mg/l,4.75,23659
Dissolved organic carbon,Tansanee,7-Nov-14,mg/l,3.04,23667
Dissolved oxygen,Tansanee,10-Aug-12,mg/l,5.67,25212
Dissolved oxygen,Tansanee,10-Dec-14,mg/l,13.54,25604
Dissolved oxygen,Tansanee,10-Jul-15,mg/l,8.02,25693
Dissolved oxygen,Tansanee,10-Jun-11,mg/l,5.44,25029
Dissolved oxygen,Tansanee,10-Sep-10,mg/l,10.73,24924
Dissolved oxygen,Tansanee,11-Apr-10,mg/l,3.8,24869
Dissolved oxygen,Tansanee,11-Mar-10,mg/l,9.63,24856
Dissolved oxygen,Tansanee,11-Mar-11,mg/l,8.7,24993
Dissolved oxygen,Tansanee,11-Sep-11,mg/l,6.79,25069
Dissolved oxygen,Tansanee,12-Aug-11,mg/l,6.63,25058
Dissolved oxygen,Tansanee,12-Aug-16,mg/l,5.54,25876
Dissolved oxygen,Tansanee,12-Jan-09,mg/l,11.82,24696
Dissolved oxygen,Tansanee,12-Jul-13,mg/l,5.4,25355
Dissolved oxygen,Tansanee,12-Nov-11,mg/l,7.45,25095
Dissolved oxygen,Tansanee,12-Nov-16,mg/l,9.01,25918
Dissolved oxygen,Tansanee,13-Aug-15,mg/l,8.93,25711
Dissolved oxygen,Tansanee,13-Jun-15,mg/l,5.56,25683
Dissolved oxygen,Tansanee,13-Jun-16,mg/l,6.14,25848
Dissolved oxygen,Tansanee,13-Mar-09,mg/l,13.43,24717
Dissolved oxygen,Tansanee,14-Apr-13,mg/l,9.22,25318
Dissolved oxygen,Tansanee,14-Aug-10,mg/l,12.31,24912
Dissolved oxygen,Tansanee,14-Dec-13,mg/l,13.97,25434
Dissolved oxygen,Tansanee,14-May-15,mg/l,7.38,25668
Dissolved oxygen,Tansanee,14-May-16,mg/l,7.74,25836
Dissolved oxygen,Tansanee,14-Nov-15,mg/l,10.04,25751
Dissolved oxygen,Tansanee,14-Sep-14,mg/l,10.46,25555
Dissolved oxygen,Tansanee,15-May-10,mg/l,5.86,24881
Dissolved oxygen,Tansanee,15-Oct-10,mg/l,7.89,24932
Dissolved oxygen,Tansanee,15-Oct-12,mg/l,7.89,25236
Dissolved oxygen,Tansanee,15-Sep-12,mg/l,7.28,25224
Dissolved oxygen,Tansanee,16-Jul-16,mg/l,4.87,25864
Dissolved oxygen,Tansanee,16-Mar-13,mg/l,8.67,25306
Dissolved oxygen,Tansanee,16-May-09,mg/l,10.84,24743
Dissolved oxygen,Tansanee,16-Nov-09,mg/l,9.79,24816
Dissolved oxygen,Tansanee,17-Aug-13,mg/l,6.04,25375
Dissolved oxygen,Tansanee,17-Feb-16,mg/l,9.71,25795
Dissolved oxygen,Tansanee,17-Jun-13,mg/l,9.41,25343
Dissolved oxygen,Tansanee,17-May-13,mg/l,6.09,25332
Dissolved oxygen,Tansanee,17-Oct-14,mg/l,7.11,25572
Dissolved oxygen,Tansanee,17-Oct-15,mg/l,8.42,25744
Dissolved oxygen,Tansanee,18-Feb-11,mg/l,11.81,24985
Dissolved oxygen,Tansanee,18-Nov-13,mg/l,9.7,25417
Dissolved oxygen,Tansanee,19-Jan-13,mg/l,10.22,25286
Dissolved oxygen,Tansanee,19-May-11,mg/l,6.42,25020
Dissolved oxygen,Tansanee,19-Nov-10,mg/l,10.58,24948
Dissolved oxygen,Tansanee,2-Apr-16,mg/l,9.82,25819
Dissolved oxygen,Tansanee,2-Aug-09,mg/l,10.09,24776
Dissolved oxygen,Tansanee,20-Jul-12,mg/l,5.71,25201
Dissolved oxygen,Tansanee,20-Mar-15,mg/l,9.27,25647
Dissolved oxygen,Tansanee,20-Mar-16,mg/l,8.04,25814
Dissolved oxygen,Tansanee,21-Jul-11,mg/l,6.16,25049
Dissolved oxygen,Tansanee,21-Oct-16,mg/l,9,25908
Dissolved oxygen,Tansanee,22-Jan-15,mg/l,8.92,25623
Dissolved oxygen,Tansanee,22-Jul-10,mg/l,15.96,24907
Dissolved oxygen,Tansanee,22-Nov-14,mg/l,10.38,25594
Dissolved oxygen,Tansanee,23-Apr-12,mg/l,5.49,25163
Dissolved oxygen,Tansanee,23-Jan-10,mg/l,8.91,24839
Dissolved oxygen,Tansanee,25-Apr-09,mg/l,7.23,24738
Dissolved oxygen,Tansanee,25-Mar-12,mg/l,7.04,25153
Dissolved oxygen,Tansanee,25-Oct-14,mg/l,8.79,25575
Dissolved oxygen,Tansanee,26-Feb-16,mg/l,10.37,25801
Dissolved oxygen,Tansanee,26-Jul-14,mg/l,2.72,25525
Dissolved oxygen,Tansanee,27-Jun-14,mg/l,5.85,25514
Dissolved oxygen,Tansanee,27-May-12,mg/l,5.99,25180
Dissolved oxygen,Tansanee,28-Mar-14,mg/l,8.28,25471
Dissolved oxygen,Tansanee,28-Oct-13,mg/l,8.63,25404
Dissolved oxygen,Tansanee,29-Jan-11,mg/l,8.86,24975
Dissolved oxygen,Tansanee,3-Apr-15,mg/l,8.42,25655
Dissolved oxygen,Tansanee,3-Dec-14,mg/l,10.42,25598
Dissolved oxygen,Tansanee,3-Jul-09,mg/l,10.15,24764
Dissolved oxygen,Tansanee,3-Sep-14,mg/l,9.8,25545
Dissolved oxygen,Tansanee,30-Nov-12,mg/l,9.62,25263
Dissolved oxygen,Tansanee,4-Dec-10,mg/l,10.2,24954
Dissolved oxygen,Tansanee,4-Dec-11,mg/l,8.9,25104
Dissolved oxygen,Tansanee,4-Dec-15,mg/l,12.42,25763
Dissolved oxygen,Tansanee,4-Mar-12,mg/l,9.54,25142
Dissolved oxygen,Tansanee,4-Oct-09,mg/l,12.94,24799
Dissolved oxygen,Tansanee,4-Sep-16,mg/l,4.59,25887
Dissolved oxygen,Tansanee,5-Feb-15,mg/l,10.15,25627
Dissolved oxygen,Tansanee,5-Jun-10,mg/l,8.03,24889
Dissolved oxygen,Tansanee,5-Sep-09,mg/l,12.13,24787
Dissolved oxygen,Tansanee,5-Sep-15,mg/l,7.47,25722
Dissolved oxygen,Tansanee,6-Dec-09,mg/l,12.24,24825
Dissolved oxygen,Tansanee,6-Jan-14,mg/l,12.36,25440
Dissolved oxygen,Tansanee,6-Jul-12,mg/l,4.93,25193
Dissolved oxygen,Tansanee,6-Jun-09,mg/l,14.85,24752
Dissolved oxygen,Tansanee,7-Feb-09,mg/l,12.38,24704
Dissolved oxygen,Tansanee,7-Feb-10,mg/l,9.23,24845
Dissolved oxygen,Tansanee,7-Jan-12,mg/l,10.73,25116
Dissolved oxygen,Tansanee,7-Nov-13,mg/l,9.16,25409
Dissolved oxygen,Tansanee,7-Nov-14,mg/l,9.1,25583
Dissolved oxygen,Tansanee,8-Dec-16,mg/l,10.66,25931
Dissolved oxygen,Tansanee,8-Oct-11,mg/l,7.95,25080
Dissolved oxygen,Tansanee,8-Sep-13,mg/l,15.46,25382
Dissolved oxygen,Tansanee,9-Apr-11,mg/l,7.34,25006
Dissolved oxygen,Tansanee,9-Dec-12,mg/l,7.68,25268
Dissolved oxygen,Tansanee,9-Feb-13,mg/l,10.38,25291
Dissolved silicates,Tansanee,10-Sep-10,mg/l,1.146,26010
Dissolved silicates,Tansanee,11-Apr-10,mg/l,10.484,25986
Dissolved silicates,Tansanee,11-Mar-10,mg/l,7.914,25978
Dissolved silicates,Tansanee,12-Nov-10,mg/l,4.76,26022
Dissolved silicates,Tansanee,13-Oct-10,mg/l,7.316,26014
Dissolved silicates,Tansanee,14-Aug-10,mg/l,1.466,26007
Dissolved silicates,Tansanee,15-Jan-10,mg/l,0.424,25967
Dissolved silicates,Tansanee,15-May-10,mg/l,5.068,25991
Dissolved silicates,Tansanee,15-Oct-10,mg/l,6.939,26017
Dissolved silicates,Tansanee,16-Jul-10,mg/l,2.715,26001
Dissolved silicates,Tansanee,16-May-09,mg/l,4.25,25947
Dissolved silicates,Tansanee,16-Nov-09,mg/l,2.26,25963
Dissolved silicates,Tansanee,19-Nov-10,mg/l,4.99,26023
Dissolved silicates,Tansanee,2-Aug-09,mg/l,1.3,25954
Dissolved silicates,Tansanee,22-Feb-10,mg/l,8.341,25976
Dissolved silicates,Tansanee,22-Jul-10,mg/l,0.658,26002
Dissolved silicates,Tansanee,23-Jan-10,mg/l,8.973,25970
Dissolved silicates,Tansanee,24-Jun-10,mg/l,3.29,25997
Dissolved silicates,Tansanee,25-Apr-09,mg/l,7.43,25946
Dissolved silicates,Tansanee,27-Mar-10,mg/l,6.425,25982
Dissolved silicates,Tansanee,3-Jul-09,mg/l,2.4,25951
Dissolved silicates,Tansanee,4-Dec-10,mg/l,6.23,26024
Dissolved silicates,Tansanee,4-Oct-09,mg/l,2.35,25960
Dissolved silicates,Tansanee,5-Aug-10,mg/l,16.154,26003
Dissolved silicates,Tansanee,5-Jun-10,mg/l,9.11,25994
Dissolved silicates,Tansanee,5-Mar-10,mg/l,7.79,25977
Dissolved silicates,Tansanee,5-Sep-09,mg/l,1.76,25957
Dissolved silicates,Tansanee,5-Sep-10,mg/l,0.525,26008
Dissolved silicates,Tansanee,6-Dec-09,mg/l,6.55,25966
Dissolved silicates,Tansanee,6-Jun-09,mg/l,1.29,25949
Dissolved silicates,Tansanee,7-Feb-10,mg/l,10.957,25971
Dissolved silicates,Tansanee,8-May-10,mg/l,8.422,25989
Dissolved silicates,Tansanee,9-Jul-10,mg/l,2.117,25998
Endrin,Tansanee,3-Jul-09,ug/l,0.0365,27106
Fluoranthene,Tansanee,3-Jul-09,ug/l,0.006,28506
Fluoranthene,Tansanee,4-Oct-09,ug/l,0.003,28518
"Indeno(1,2,3-c,d)pyrene",Tansanee,3-Jul-09,ug/l,0,30377
"Indeno(1,2,3-c,d)pyrene",Tansanee,4-Oct-09,ug/l,0,30383
Inorganic nitrogen,Tansanee,10-Sep-10,mg/l,7.108,30433
Inorganic nitrogen,Tansanee,11-Apr-10,mg/l,9.534,30407
Inorganic nitrogen,Tansanee,11-Mar-10,mg/l,7.679,30399
Inorganic nitrogen,Tansanee,12-Nov-10,mg/l,2.106,30442
Inorganic nitrogen,Tansanee,13-Oct-10,mg/l,1.278,30436
Inorganic nitrogen,Tansanee,14-Aug-10,mg/l,1.524,30428
Inorganic nitrogen,Tansanee,15-Jan-10,mg/l,21.063,30388
Inorganic nitrogen,Tansanee,15-May-10,mg/l,1.956,30412
Inorganic nitrogen,Tansanee,15-Oct-10,mg/l,1.763,30438
Inorganic nitrogen,Tansanee,16-Jul-10,mg/l,0.646,30424
Inorganic nitrogen,Tansanee,19-Nov-10,mg/l,1.669,30446
Inorganic nitrogen,Tansanee,22-Feb-10,mg/l,12.676,30397
Inorganic nitrogen,Tansanee,22-Jul-10,mg/l,0.215,30425
Inorganic nitrogen,Tansanee,23-Jan-10,mg/l,11.207,30391
Inorganic nitrogen,Tansanee,24-Jun-10,mg/l,1.943,30418
Inorganic nitrogen,Tansanee,27-Mar-10,mg/l,4.603,30403
Inorganic nitrogen,Tansanee,5-Aug-10,mg/l,2.317,30426
Inorganic nitrogen,Tansanee,5-Jun-10,mg/l,1.874,30415
Inorganic nitrogen,Tansanee,5-Mar-10,mg/l,3.133,30398
Inorganic nitrogen,Tansanee,5-Sep-10,mg/l,1.512,30431
Inorganic nitrogen,Tansanee,7-Feb-10,mg/l,12.011,30392
Inorganic nitrogen,Tansanee,8-May-10,mg/l,1.918,30410
Inorganic nitrogen,Tansanee,9-Jul-10,mg/l,1.146,30421
Iron,Tansanee,10-Jun-11,mg/l,0.1,31549
Iron,Tansanee,10-Sep-10,mg/l,0.12,31490
Iron,Tansanee,11-Apr-10,mg/l,0.5,31461
Iron,Tansanee,11-Sep-11,mg/l,0.08,31570
Iron,Tansanee,12-Jan-09,mg/l,0.63,31386
Iron,Tansanee,12-Nov-11,mg/l,0.1,31578
Iron,Tansanee,14-Aug-10,mg/l,0.04,31480
Iron,Tansanee,15-May-10,mg/l,0.24,31463
Iron,Tansanee,15-Oct-10,mg/l,0.27,31498
Iron,Tansanee,15-Sep-12,mg/l,0.31,31615
Iron,Tansanee,16-May-09,mg/l,0.28,31403
Iron,Tansanee,16-Nov-09,mg/l,0.07,31444
Iron,Tansanee,18-Feb-11,mg/l,0.12,31530
Iron,Tansanee,19-Nov-10,mg/l,0.17,31508
Iron,Tansanee,20-Jul-12,mg/l,0.34,31610
Iron,Tansanee,21-Jul-11,mg/l,0.09,31560
Iron,Tansanee,22-Jul-10,mg/l,0.04,31477
Iron,Tansanee,25-Apr-09,mg/l,0,31400
Iron,Tansanee,25-Mar-12,mg/l,0.09,31599
Iron,Tansanee,27-May-12,mg/l,0.15,31605
Iron,Tansanee,3-Jul-09,mg/l,0.46,31414
Iron,Tansanee,30-Nov-12,mg/l,0.05,31624
Iron,Tansanee,4-Dec-10,mg/l,0.19,31511
Iron,Tansanee,4-Oct-09,mg/l,0.17,31432
