location,sample date,"1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene",Acenaphthene,Acenaphthylene,AGOC-3A,Alachlor,Aldrin,alpha-Hexachlorocyclohexane,Aluminium,Ammonium,Anionic active surfactants,Anthracene,AOX,Arsenic,Atrazine,Barium,Benzo(a)anthracene,Benzo(a)pyrene,Benzo(b)fluoranthene,"Benzo(g,h,i)perylene",Benzo(k)fluoranthene,Berilium,beta-Hexaxchlorocyclohexane,Bicarbonates,Biochemical Oxygen,Boron,Cadmium,Calcium,Carbonates,Cesium,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),Chlorides,Chlorodinine,Chromium,Chrysene,Copper,Cyanides,Dieldrin,Dissolved organic carbon,Dissolved oxygen,Dissolved silicates,Endosulfan (alpha),Endosulfan (beta),Endrin,Fecal coliforms,Fecal streptococci,Fluoranthene,Fluorene,gamma-Hexachlorocyclohexane,Heptachlor,Heptachloroepoxide,Hexachlorobenzene,"Indeno(1,2,3-c,d)pyrene",Inorganic nitrogen,Iron,Isodrin,Lead,Macrozoobenthos,Magnesium,Manganese,Mercury,Methoxychlor,Methylosmoline,Metolachlor,Naphthalene,Nickel,Nitrates,Nitrites,Organic nitrogen,Orthophosphate-phosphorus,Oxygen saturation,"p,p-DDD","p,p-DDE","p,p-DDT",PAHs,PCB 101,PCB 118,PCB 138,PCB 153,PCB 180,PCB 28,PCB 52,Pentachlorobenzene,Petroleum hydrocarbons,Phenanthrene,Potassium,Pyrene,Selenium,Silica (SiO2),Simazine,Sodium,Sulfides,Sulphates,Tetrachloromethane,Total coliforms,Total dissolved phosphorus,Total dissolved salts,Total extractable matter,Total hardness,Total nitrogen,Total organic carbon,Total phosphorus,Trifluralin,Water temperature,Zinc,ID
Sakda,09-Jan-15,,,,,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2399
Sakda,09-Jan-16,,,,,,,,,,0.113666666666667,,,,1.93333333333333,0,,,,,,,,,213.296666666667,2.47666666666667,,0.243333333333333,68.1366666666667,,,7.12333333333333,4.69,23.25,,1.57666666666667,,4.78666666666667,,,,12.4833333333333,,,,,,,,,0,,,,,,,,0,,12.3233333333333,,0,,,,,1.57,1.406,0.022,,0.0483333333333333,,,,0,,,,,,,,,,,,2.76666666666667,,,,,17.5666666666667,,30.9366666666667,,,0.0616666666666667,237.866666666667,,220.304666666667,1.85333333333333,,0.073,,3.46666666666667,25.3333333333333,2400
Sakda,09-Mar-06,,,,,,0.113,,0.033,,0.391333333333333,0.0893,,,,0.123,,,,,,,,0.064,168.733333333333,4.13333333333333,,,44.9,,,,4.7,40.2333333333333,,1.53233333333333,,9.87366666666667,,0.095,,11.1,,0.064,0.129,0.041,,,,,0.024,0.023,,,,,0.06,,6.45666666666667,2.163,26.4666666666667,0.0526666666666667,0.0293333333333333,,,,,4.099,2.70666666666667,0.074,,0.120333333333333,87.9333333333334,0.053,0.006,0.164,,,,,,,,,,,,,,,15.36,0.184,,,39.1,,,,343,,123.333333333333,,,0.212333333333333,,5.5,12,2401
Sakda,09-May-08,,,,,,,0.025,,42.6666666666667,0.152333333333333,0.099,,17.4,,0.5,,,,,,,,,188.466666666667,1.82,,,44.53,,,30.5,3.79,27.5,,,,,0.00533333333333333,,,8.21,,,,,0.05,0.00783333333333333,,,0.0466666666666667,,,,,,,,,,26.1933333333333,0,,,,,,,1.01666666666667,0.0146666666666667,,0.005,80.0133333333333,,,0.007,,,,,,,,,,0.025,,1.86666666666667,,,4.90333333333333,,17.0666666666667,0.1,35.2,0.25,9.56666666666667,,262,,122.766666666667,1.40666666666667,5.24,0.112333333333333,,14,,2402
Sakda,09-May-14,,,,,0.264666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2403
Sakda,09-Nov-06,,,,,,0.348,0.127,0.005,,0.211666666666667,,,,,0.0883333333333333,,,,,,,,0.0103333333333333,221.966666666667,1.13333333333333,,0.307666666666667,73.4333333333333,,,23.4,3.63333333333333,39,,3.00833333333333,,5.94466666666667,,0.0383333333333333,,8.5,,0.0263333333333333,0.0596666666666667,0.0156666666666667,,,,,0.0183333333333333,0.005,0.005,,,,0.449666666666667,,19.2666666666667,2.33666666666667,23.4666666666667,0.03175,,,,0.0303333333333333,,2.24266666666667,1.31333333333333,0.0226666666666667,,0.0826666666666667,81.6666666666667,0.023,0.0173333333333333,0.02,,,,,,,,,,4.941,,,,,7.13,0.145,,,13.7666666666667,,,,289.333333333333,,156.666666666667,,,0.121666666666667,,13.5,10.6666666666667,2404
Sakda,09-Oct-04,,,,,,,,,,0,,,,,,,,,,,,,,194.933333333333,1.23333333333333,,0.318666666666667,45.8,,,25,3.76666666666667,29.5666666666667,,4.403,,3.628,,,,7.6,,,,,,,,,0.0533333333333333,,,,,,1.351,,2.69133333333333,,29.4666666666667,0.09775,,,,,,,1.5,0.0333333333333333,,0.037,,,,0.024,,,,,,,,,,16.4,,,,,6.65666666666667,,,,23.4666666666667,,,,,,,,,0.113666666666667,,,64.6666666666667,2405
Sakda,09-Sep-05,,,,,,0.112,0,0.0235,,0.323,,,,,0.108333333333333,,,,,,,,0.0686666666666667,179.300003,1.73333333333333,,0.0926666666666667,49.3999986666667,,,,5.4,71,,1.25666666666667,,5.03733333333333,,0,,7.06666666666667,,0,0,0,,,,,0.0716666666666667,0,0,,,,0.130333333333333,,0.497666666666667,,30.7666663333333,0.02225,0,,,0.00933333333333333,,1.98133333333333,1.14,0.0436666666666667,,0.0346666666666667,79.533333,0.0743333333333333,0.00833333333333333,0,,,,,,,,,,1.76,,,,,4.18333333333333,0.159666666666667,,,71,,,,843.333333333333,,13.9666663333333,,,0.04,,20.5,10,2406
Sakda,09-Sep-11,,,,,,,,,,0.088,,,,1.5,,,,,,,,,,168.97,0,,0,56.8733333333333,,,18.72,2.38,27.1,,2.8,,5.03333333333333,,,,7.86666666666667,,,,,,,,,,,,,,,,,1.6,,12.16,,0.049,,,,,1.33333333333333,1.26666666666667,0.0196666666666667,,0.0196666666666667,90.7333333333333,,,,,,,,,,,,,,,2.4,,,,,14.7666666666667,,,,,,252,,,1.65333333333333,,0.0413333333333333,,23,5.56666666666667,2407
Sakda,10-Aug-06,,,,,,0.122666666666667,0.0353333333333333,0.005,,0.492666666666667,0.0688666666666667,,,,0.134666666666667,,,,,,,,0.0163333333333333,223.666666666667,3.2,,0.384666666666667,52.8,,,20,3.36666666666667,37.1,,0.191,,5.258,,0.005,,5.73333333333333,,0.0466666666666667,0.0443333333333333,0.0593333333333333,,,,,0.00733333333333333,0.00666666666666667,0.0246666666666667,,,,0.649666666666667,,16.4036666666667,2.01333333333333,15.1,0.027,0.0313333333333333,,,0.124,,3.42566666666667,0.965333333333333,0.0123333333333333,,0.031,67.8333333333333,0.0153333333333333,0.00666666666666667,0.01,,,,,,,,,,0.785,,,,,10.3633333333333,0.115666666666667,,,28.6333333333333,,,,269,,109,1.73666666666667,,0.113,,24,22.3333333333333,2408
Sakda,10-Dec-15,,,,,,,,,,0.122,,,,,0,,,,,,,,,196.826666666667,4.75333333333333,,0,59.8533333333333,,,7.89666666666667,5.94666666666667,21.44,,2.14333333333333,,8.42333333333333,,,,11.6033333333333,,,,,,,,,0,,,,,,0.295,,1.33,,14.7533333333333,0,0,,,,,2,1.18566666666667,0.015,,0.052,92.83,,,0,,,,,,,,,,,,,,,,,,,,,,0.0796666666666667,242.466666666667,,209.684,1.58666666666667,,0.0956666666666667,,5.73333333333333,,2409
Sakda,10-Dec-98,,,,,,,,,,0.126666666666667,,,0,0,0,,,,,,,,,,1.42666666666667,,0.06,56.3333333333333,,0,5.16666666666667,5.96333333333333,28.95,,7,,24,,,,8.79333333333334,,,,,0.0028,,,,,,,,,,0,,7,0.75,18.8,0.06,0,,,,,0,1.46,0.03,,0.08,,,,,,,,,,,,,,,,2.8,,,,,19.1666666666667,,58.0066666666667,,0.0466666666666667,,,,,,,0.0666666666666667,,6.5,45,2410
Sakda,10-Feb-06,,,,,,0.149,0.056,,,0.64,0.088,,,,0.0966666666666667,,,,,,,,0.012,201.066666666667,1.46666666666667,,,62.9,,,,3.46666666666667,42.6,,5.45066666666667,,8.042,,,,11.1,,0.1635,,,,,,,0.048,,,,,,0.0673333333333333,,8.59366666666667,2.031,25.6666666666667,0.0276666666666667,0.0253333333333333,,,0.056,,2.88,2.19666666666667,0.029,,0.0683333333333333,86,0.0176666666666667,0.0205,0.0476666666666667,,,,,,,,,,0.01,,,,,5.18,0.178,,,35.9333333333333,,,,260.333333333333,,147.4,3.16,,0.140333333333333,,4.5,24.6666666666667,2411
Sakda,10-Feb-11,,,,,,,,,,0.222666666666667,0,,,1.3,,,,,,,,,,219.803333333333,2.45,,0,60.2466666666667,,,30.4,4.54,34.4,,2.3,,3.16666666666667,,,,11.58,,,,,,,,,,,,,,,0.336666666666667,,1.8,,19.8633333333333,0,0.0673333333333333,,,,,1.5,2.04666666666667,0.035,,0.055,94.1433333333333,,,,,,,,,,,,,,,,,,,,,,27.0666666666667,,,,290.333333333333,,,2.76333333333333,,0.117666666666667,,6.5,4.1,2412
Sakda,10-Feb-13,,,,,,,,,,0.0606666666666667,,,,,0,,,,,,,,,,0,,,52.74,,,24.48,2.90666666666667,27.56,,,,,,,,10.9666666666667,2.06,,,,,,,,0,,,,,,,,,,15.9666666666667,,,,,,,,2.16333333333333,0.0366666666666667,,0.044,,,,0,,,,,,,,,,,,,,,,,,,,,,,324.333333333333,,,2.71333333333333,,0.055,,1.5,,2413
Sakda,10-Jan-10,,,,,,,,,82,0.075,0.053,,,1.06666666666667,0.5,,,,,,,,,,3.45666666666667,,0.22,57.2533333333333,,,27.88,4.38666666666667,35.5,,4.06666666666667,,3.43333333333333,0.004,,,11.9933333333333,,,,,,,,,0.05,,,,,,0.416666666666667,,1.26666666666667,,20.1033333333333,0.01595,0.0456666666666667,,,,,1.43333333333333,1.08,0.0626666666666667,,0.055,82.9933333333333,,,,,,,,,,,,,0.34,,2.13333333333333,,,10.2093333333333,,21.8333333333333,,28.1,0.025,,,272.333333333333,1.4,,2.06666666666667,,0.126,,0.5,55.6666666666667,2414
Sakda,10-Jan-16,,,,,0.0336666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0306666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2415
Sakda,10-Jul-04,,,,,,,,,,0.12,,,,,0.073,,,,,,,,,183.433333333333,1.9,,0.505,33.9333333333333,,,35.6666666666667,7.06666666666667,33.8,,3.88,,9.78733333333333,,,,6.56666666666667,,,,,,,,,0.03,,,,,,0.517666666666667,,2.376,,32.4666666666667,0.04125,,,,,,3.97066666666667,1.099,0.085,,0.111333333333333,,,,,,,,,,,,,,0,,,,,9.78,,,,18.2,,,,,,,,,,,26,13,2416
Sakda,10-Jul-15,,,,,,,,,,0.129333333333333,,,,,0,,,,,,,,,172.426666666667,1.66333333333333,,0,55.31,,,16.16,6.16,19.48,,0,,3.44,,,,5.86666666666667,,,,,,,,,0,,,,,,0.481,,0.5,,8.91333333333333,0,0,,,,,2,,0.0156666666666667,,0.0623333333333333,69.6733333333333,,,0,,,,,,,,,,,,2.9,,,,,14.7666666666667,,32.21,,,0.0736666666666667,196.4,,174.384,1.25333333333333,,0.100666666666667,,24.2333333333333,,2417
Sakda,10-Jun-05,,,,,,,,,,0.216666666666667,,,,,,,,,,,,,,132.5,3.33333333333333,,0.0726666666666667,52.3333333333333,47.400002,,,,34.400002,,1.829,,5.39566666666667,,,,7.23333333333333,,,,,,,,,,,,,,,0.675666666666667,,2.93633333333333,,25.3999993333333,0.0585,0,,,,,1.73433333333333,1.63666666666667,0.099,,0.0943333333333333,90.9333316666667,,,,,,,,,,,,,0.01,,,,,3.48333333333333,,,,36.4666673333333,,,,258.333333333333,,131.899996666667,2.33666666666667,,,,26,39,2418
Sakda,10-Mar-11,,,,,,,,,,0.123,,,,0,,,,,,,,,,197.64,3.16333333333333,,0.203333333333333,58.3633333333333,,,24.3633333333333,4.25,34.4,,2.66666666666667,,2.66666666666667,,,,11.74,,,,,,,,,,,,,,,,,2.26666666666667,,12.6466666666667,,0.0946666666666667,,,,,3.06666666666667,1.86333333333333,0.0203333333333333,,0.00366666666666667,96.7,,,,,,,,,,,,,0,,,,,,,,,26.1666666666667,,,,279.333333333333,,,2.40333333333333,,0.056,,7,3.63333333333333,2419
Sakda,10-Mar-13,,,,,,,,,,0.144333333333333,,,,,0,,,,,,,,,,3.53333333333333,,,70.2433333333334,,,24.48,3.67333333333333,34.0433333333333,,,,,,,,11.3,2.61666666666667,,,,,,,,0,,,,,,,,,,14.5066666666667,0,,,,,,,2.29666666666667,0.023,,0.0466666666666667,,,,0,,,,,,,,,,,,3.36666666666667,,,,,19.0333333333333,,,,,,392.333333333333,,,2.95666666666667,,0.0816666666666667,,3.8,,2420
Sakda,10-May-07,,,,,,0.172,0.0106666666666667,0.005,,0.0746666666666667,0.0268,,,,0.0733333333333333,,,,,,,,0.00566666666666667,171.8,1.03333333333333,,1.27066666666667,42.6666666666667,,,26.0333333333333,4.2,27.5,,1.734,,6.71633333333333,,0.005,,7.36666666666667,,0.006,0.0136666666666667,0.005,6.52,0.0106666666666667,,,0.005,0.005,0.005,,,,0.306,,5.53233333333333,1.91666666666667,21.0333333333333,0.07475,0.025,,,0.0283333333333333,,4.98233333333333,0.947666666666667,0.035,,0.017,74.5666666666667,0.006,0.006,0.0176666666666667,,,,,,,,,,0.705666666666667,,1.13333333333333,,,5.86,0.064,12.2333333333333,,37.4,,8.45666666666667,,239.666666666667,,107.666666666667,1.26333333333333,,0.142333333333333,,15.5,39.3333333333333,2421
Sakda,10-Nov-07,,,,,,0.118,0.00933333333333333,0.005,,0.393,0.223666666666667,,,,0.06,,,,,,,,0.005,192.7,3.67,,1.18866666666667,38.9,6,,33.8666666666667,4.2,27.5,,1.639,,7.607,,0.005,,9.70333333333333,,0.005,0.0136666666666667,0.005,0.2,0.003,,,0.00766666666666667,0.005,0.005,,,,0.329,,5.88566666666667,,34.4,0.072,0.025,,,0.005,,3.09933333333333,1.69666666666667,0.0126666666666667,,0.0170333333333333,85,0.00566666666666667,0.005,0.0133333333333333,,,,,,,,,,2.525,,2.66666666666667,,,5.1,0.06,28.7333333333333,,37.4666666666667,,0.933333333333333,,293.333333333333,,134,2.51666666666667,,0.15,,9.5,11,2422
Sakda,10-Nov-10,,,,,,,,,,0.246,,,,0.706666666666667,0.5,,,,,,,,,,4.27666666666667,,0.123333333333333,58.9366666666667,,,23.4,4.54333333333333,34.4,,2.76666666666667,,2.63333333333333,,,,9.29,,,,,,,,,0.05,,,,,,0.886666666666667,,1.46666666666667,,11.92,0.0161666666666667,0.048,,,,,1.23333333333333,1.73666666666667,0.0193333333333333,,0.011,87.6366666666667,,,,,,,,,,,,,0.34,,,,,6.54366666666667,,,,40.2666666666667,0.025,,,323,,,2.39666666666667,,0.0653333333333333,,12.6,3.5,2423
Sakda,10-Nov-16,,,,,0.0196666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0316666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424
Sakda,11-Apr-08,,,,,,,,,,0.37,0.0863333333333333,,,0.4,0.5,21.1,,,,,,,,194.8,2.94,,0.0913333333333333,57.1,,,34.02,5.11666666666667,39,,2.63333333333333,,4.06666666666667,0.0103,,,9.15333333333333,,,,,0.973666666666667,0.00693333333333333,,,0.04,,,,,,0.876666666666667,,2.23333333333333,,18.0666666666667,0.017,0.0316666666666667,,,,,1.3,2.41333333333333,0.0325666666666667,,0.056,83.2,,,0.0166666666666667,,,,,,,,,,0.0186666666666667,,2.2,,,5.22466666666667,,23.4,0.1,40.0233333333333,0.25,2.02033333333333,,315.333333333333,,121.6,3.36666666666667,,0.113666666666667,,11,22,2425
Sakda,11-Apr-14,,,,,0.319666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2426
Sakda,11-Aug-07,,,,,,0.0506666666666667,0.0126666666666667,0.005,,0.0643333333333333,0.0350666666666667,,,,0.06,,,,,,,,0.005,187.733333333333,1.49333333333333,,0.05,53.1,,,39.2,4.07333333333333,28.8,,0.991666666666667,,5.66466666666667,,0.005,,7.53,,0.006,0.024,0.005,,,,,0.00866666666666667,0.005,0.005,,,,0.172,,3.496,,18.8333333333333,0.0635,0.025,,,0.005,,1.87933333333333,2.5,0.0158666666666667,,0.058,90.9333333333333,0.0243333333333333,0.00833333333333333,0.0193333333333333,,,,,,,,,,5.48966666666667,,0.733333333333333,,,9.89666666666667,0.06,12,,32.03,,,,251.666666666667,,117.966666666667,3.10666666666667,,0.162333333333333,,24.5,28,2427
Sakda,11-Aug-11,,,,,,,,,,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.0213333333333333,,0.0273333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71333333333333,,0.0433333333333333,,25,,2428
Sakda,11-Dec-04,,,,,,,,,,0.074,,,,,,,,,,,,,,201.666666666667,1.3,,0.161333333333333,39.2333333333333,,,,3.33333333333333,27.5,,1.065,,5.267,,,,10.8,,,,,,,,,,,,,,,0.567333333333333,,0.713333333333333,,28.4666666666667,0.0685,,,,,,4.81666666666667,1.85,0.0453333333333333,,0.043,,,,,,,,,,,,,,,,,,,13.1733333333333,,,,31.6,,,,,,,,,0.096,,3.5,0,2429
Sakda,11-Dec-10,,,,,,,,,,0.119666666666667,,,,0.77,0.5,,,,,,,,,,2.06333333333333,,0.166666666666667,60.2466666666667,,,23.4,3.41333333333333,34.4,,2.76666666666667,,2.26666666666667,,,,10.6266666666667,,,,,,,,,0.05,,,,,,0.966666666666667,,2.2,,18.2333333333333,0.021,0.0623333333333333,,,,,2.16666666666667,1.67666666666667,0.0313333333333333,,0.0176666666666667,87.53,,,,,,,,,,,,,,,,,,6.162,,,,33.9666666666667,,,,316.333333333333,,,2.18333333333333,,0.0576666666666667,,7,4.23333333333333,2430
Sakda,11-Dec-14,,,,,,,,,,0.15158,,,,1.66666666666667,0,,,,,,,,,185.43,1.20666666666667,,0,52.3666666666667,,,6.95,3.42666666666667,23.5,,0,,28.27,,,,11.0733333333333,,,,,,,,,0,,,,,,0.255,,1.99666666666667,,14.91,0,0,,,,,0,1.33264666666667,0.0179,,0.0241,,,,0,,,,,,,,,,0,,,,,,,,,,,,,261.6,,192,2.08666666666667,,0.063,,6,37.5,2431
Sakda,11-Feb-05,,,,,,,,0.022,,0.029,0.0727333333333333,,,,0.038,,,,,,,,0.0926666666666667,72.3333333333333,4.43333333333333,,1.292,55.2666646666667,,,,5.46666666666667,35.5,,2.56733333333333,,7.99266666666667,,,,11.8,,,,,,,,,0.1075,0.00633333333333333,,,,,1.73366666666667,,4.436,1.95,22.1,0.10425,0,,,,,3.25466666666667,2.39,0.016,,0.0746666666666667,,0.137,,0,,,,,,,,,,1.76,,,,,11.16,,,,28.7333336666667,,,,313.666666666667,,128.400001666667,,,0.153,,0.5,48.3333333333333,2432
Sakda,11-Feb-12,,,,,,,,,,0.153833333333333,,,,1.46666666666667,0,,,,,,,,,,2,,0,56.8733333333333,,,18.72,3.16333333333333,,,1.5,,4.53333333333333,,,,11.1333333333333,,,,,,,,,0,,,,,,0.236666666666667,,1.7,,14.51,0,0.0553333333333333,,,,,1.53333333333333,1.6837,0.0217666666666667,,0.0518333333333333,78.1233333333333,,,0.0031,,,,,,,,,,13.3333333333333,,3.03333333333333,,,,,17.7,0.022,,,,,293,,,2.22666666666667,,0.07,,1,3.66666666666667,2433
Sakda,11-Feb-16,,,,,,,,,,0.176,0,,,2.23333333333333,0,,,,,,,,,214.313333333333,1.94333333333333,,0,69.8166666666667,,,7.52,4.58,26.22,,1.495,,4.03666666666667,,,,12.5066666666667,,,,,,,,,0,,,,,,,,1.38,,10.4266666666667,,,,,,,1.52333333333333,1.43666666666667,0.0203333333333333,,0.0553333333333333,,,,0,,,,,,,,,,0.338066666666667,,,,,,,,,,,,0.0713333333333334,280.666666666667,,216.744666666667,1.95666666666667,,0.0883333333333333,,1.5,0,2434
Sakda,11-Jan-07,,,,,,0.0503333333333333,0.242,0.02,,0.286666666666667,0.107433333333333,,,,0.118333333333333,,,,,,,,0.0103333333333333,226.6,1.4,,0.05,58.7666666666667,,,26.6,3.7,32.1,,1.11366666666667,,10.0696666666667,,0.148,,10.4,,0.0446666666666667,0.0476666666666667,0.052,0.03,0.00566666666666667,,,0.007,0.0156666666666667,0.005,,,,0.129,,8.14,2.02333333333333,25.0666666666667,0.05375,0.0283333333333333,,,0.0253333333333333,,1.74633333333333,1.85,0.0220333333333333,,0.0546666666666667,81.7,0.0283333333333333,0.00666666666666667,0.01,,,,,,,,,,0,,,,,9.69666666666667,0.218,,,27.0333333333333,,5.36333333333333,,289.333333333333,,140,2.58666666666667,,0.0953333333333333,,5,67,2435
Sakda,11-Jan-13,,,,,,,,,,0.280666666666667,0,,,,,,,,,,,,,,3.03333333333333,,,53.7333333333333,,,24.96,3.36,33.1333333333333,,,,,,,,10.5,2.17333333333333,,,,,,,,,,,,,,,,,,17.4666666666667,0,,,,,,,1.82333333333333,0.0233333333333333,,0.082,,,,,,,,,,,,,,,,3.23333333333333,,,,,17.9,,,,,,309,,,2.55333333333333,,0.122333333333333,,1.2,,2436
Sakda,11-Jul-08,,,,,,,,,,0.139333333333333,0.102,,,,0.5,,,,,,,,,201.9,0,,,43.2,,,33.73,2.93333333333333,29.1,,,,,0.002,,,6.19,,,,,5.53333333333333,0.041,,,0.04,,,,,,,,,,19.07,,,,,,,,0.681333333333333,0.0823333333333333,,0.00933333333333333,74.06,,,0.01,,,,,,,,,,0.025,,,,,5.31433333333333,,,0.1,25.8666666666667,0.25,48,,261,,104.4,1.23333333333333,,0.166,,24,,2437
Sakda,11-Jul-09,,,,,,,,,203.333333333333,0.428666666666667,0.1179,,0,,0.5,,,,,,,,,,1.59333333333333,,0.983333333333333,60.97,,,23.0166666666667,2.99,36.9,,3.7,,5.5,0.002,,,7.94,,,,,0.586666666666667,0.002,,,0.01,,,,,,0.633333333333333,,1.13333333333333,,17.8366666666667,0.0115,0.0853333333333333,,,,,1.3,0.716333333333333,0.016,,0.022,95.31,,,0.02,,,,,,,,,,0.0231333333333333,,2.16666666666667,,,0.562333333333333,,22.1666666666667,0.0193333333333333,28.0533333333333,0.25,0.953333333333333,,479,,124.666666666667,1.81,6.17666666666667,0.034,,24,0,2438
Sakda,11-Jul-14,,,,,0.290333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2439
Sakda,11-Jul-15,,,,,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440
Sakda,11-Jun-16,,,,,,,,,,0.078,,,,2.1,0,,,,,,,,,176.733333333333,1.63,,0.19,51.8333333333333,,,21.98,4.2,17.5233333333333,,2.05,,6.15,,,,6.88,,,,,,,,,0,,,,,,,,1.34333333333333,,13.1333333333333,,0,,,,,3.74,0.711666666666667,0.003,,0,78.72,,,0,,,,,,,,,,,,,,,,,,,34.7833333333333,,,0.0586666666666667,205.466666666667,,183.043333333333,1.356,,0.088,,21.7666666666667,0,2441
Sakda,11-Mar-05,,,,,,,0,0.021,,0.121666666666667,,,,,,,,,,,,,0.107666666666667,249.433329333333,2.76666666666667,,0.0806666666666667,63.366665,,,,5.3,47.3333333333333,,2.679,,7.17733333333333,,0.0783333333333333,,11.8666666666667,,,,0.106,,,,,0.0893333333333333,0.003,0,,,,0.859333333333333,,6.38966666666667,2.02333333333333,22.9,0.088,0,,,,,3.649,1.98333333333333,0.0256666666666667,,0.0613333333333333,,0.0773333333333333,0.0323333333333333,,,,,,,,,,,0.01,,,,,6.63,,,,25.3333333333333,,,,331.333333333333,,141.600006,,,0.0806666666666667,,3,61.3333333333333,2442
Sakda,11-Mar-12,,,,,,,,,,0.407133333333333,,,,,,,,,,,,,,,2.7,,,50.26,,,18.45,3.10666666666667,31.8,,,,,,,,10.9,,,,,,,,,,,,,,,,,,,20.1,,,,,,,,1.8886,0.0261666666666667,,0,81.2966666666667,,,,,,,,,,,,,,,,,,,,,,,,,,290.666666666667,,,2.78,,0.0773333333333333,,3.23333333333333,,2443
Sakda,11-Mar-16,,,,,,,,,,0.147666666666667,,,,2.46666666666667,0,,,,,,,,,191.54,2.18,,0.133333333333333,60.12,,,13.85,4.28333333333333,27.3066666666667,,1.74666666666667,,11.86,,,,11.19,,,,,,,,,0,,,,,,,,3.41333333333333,,8.59,,0,,,,,2.60333333333333,1.40666666666667,0.0183333333333333,,0.0416666666666667,90.92,,,0,,,,,,,,,,,,,,,,,,,35.99,,,0.0903333333333333,245.6,,184.998666666667,1.88333333333333,,0.110666666666667,,6.4,0,2444
Sakda,11-May-06,,,,,,0.118,,,,0.264,0.052,,,,0.087,,,,,,,,0.028,189.5,1.6,,0.566,63.3,,,,4.26666666666667,31.5333333333333,,1.07,,8.796,,0.014,,7.16666666666667,,,,0.054,,,,,0.01,0.009,,,,,0.595,,14.41,2.04333333333333,25,0.065,0.031,,,0.014,,2.28733333333333,1.05666666666667,0.0226666666666667,,0.128666666666667,75.2,0.025,0.024,0.046,,,,,,,,,,2.3579,,,,,5.19333333333333,0.065,,,21.8,,,,292,,135.666666666667,1.61,,0.134,,17,19,2445
Sakda,11-Nov-05,,,,,,,,0.0305,,0.238333333333333,0.0644666666666667,,,,,,,,,,,,,204.899999,1.73333333333333,,,35.1000013333333,,,,3.1,51.5333343333333,,4.40233333333333,,21.0446666666667,,,,10.3,,,,,1.72,0.00276666666666667,,,0.120333333333333,,,,,,0.247333333333333,,3.309,2.17,32.3000006666667,0.02475,0,,,,,5.71733333333333,0.685666666666667,0.0473333333333333,,0.067,88.4333346666667,0.328333333333333,0.161,,,,,,,,,,,4.705,,,,,10.2,,,,29.1000003333333,,5.7,,280,,123.366666333333,1.161,,0.281,,8.5,109.333333333333,2446
Sakda,11-Nov-11,,,,,,,,,,0.105,,,,1.26666666666667,,,,,,,,,,193.776666666667,0,,0.116666666666667,58.1966666666667,,,18.72,2.55333333333333,26.5466666666667,,2.2,,2.36666666666667,,,,10,,,,,,,,,,,,,,,0.31,,2.03333333333333,,15.24,0,0.062,,,,,1.56666666666667,1.42666666666667,0.0236666666666667,,0.036,91.99,,,,,,,,,,,,,,,,,,,,,,,,,,295.666666666667,,,1.86333333333333,,0.097,,11.5,3.1,2447
