location,measure_date,measure,unit,value
Sakda,23-Apr-04,Water temperature,C,12.8333333333333
Kannika,24-Apr-04,Water temperature,C,12.8333333333333
Kohsoom,25-Apr-04,Water temperature,C,15.6
Boonsri,7-May-04,Water temperature,C,16.3333333333333
Chai,16-May-04,Water temperature,C,18
Kannika,22-May-04,Water temperature,C,19
Sakda,22-May-04,Water temperature,C,19
Boonsri,28-May-04,Water temperature,C,23
Chai,29-May-04,Water temperature,C,12
Kohsoom,30-May-04,Water temperature,C,21.8
Somchair,30-May-04,Water temperature,C,23
Boonsri,11-Jun-04,Water temperature,C,19.5
Kannika,12-Jun-04,Water temperature,C,22
Sakda,12-Jun-04,Water temperature,C,22
Chai,18-Jun-04,Water temperature,C,24
Somchair,19-Jun-04,Water temperature,C,19
Busarakhan,19-Jun-04,Water temperature,C,20
Boonsri,25-Jun-04,Water temperature,C,26.5
Kohsoom,27-Jun-04,Water temperature,C,27.6
Chai,27-Jun-04,Water temperature,C,22
Somchair,2-Jul-04,Water temperature,C,25
Busarakhan,2-Jul-04,Water temperature,C,26
Boonsri,9-Jul-04,Water temperature,C,27.8333333333333
Kannika,10-Jul-04,Water temperature,C,26.5
Sakda,10-Jul-04,Water temperature,C,26
Chai,12-Jul-04,Water temperature,C,25
Chai,18-Jul-04,Water temperature,C,26.6666666666667
Boonsri,23-Jul-04,Water temperature,C,24.5
Kohsoom,25-Jul-04,Water temperature,C,36.4
Boonsri,13-Aug-04,Water temperature,C,24.5
Chai,13-Aug-04,Water temperature,C,23
Somchair,14-Aug-04,Water temperature,C,23
Busarakhan,14-Aug-04,Water temperature,C,23
Kannika,19-Aug-04,Water temperature,C,20
Sakda,19-Aug-04,Water temperature,C,21
Chai,23-Aug-04,Water temperature,C,25.6666666666667
Boonsri,27-Aug-04,Water temperature,C,23.4333333333333
Kohsoom,29-Aug-04,Water temperature,C,26
Kannika,3-Sep-04,Water temperature,C,21.5
Sakda,3-Sep-04,Water temperature,C,21
Somchair,4-Sep-04,Water temperature,C,23
Busarakhan,4-Sep-04,Water temperature,C,22
Chai,9-Sep-04,Water temperature,C,24
Boonsri,10-Sep-04,Water temperature,C,22
Chai,17-Sep-04,Water temperature,C,19.6666666666667
Boonsri,24-Sep-04,Water temperature,C,20
Kohsoom,27-Sep-04,Water temperature,C,21.3
Boonsri,8-Oct-04,Water temperature,C,11.8333333333333
Chai,11-Oct-04,Water temperature,C,12
Somchair,21-Oct-04,Water temperature,C,17
Boonsri,22-Oct-04,Water temperature,C,13.1666666666667
Kohsoom,24-Oct-04,Water temperature,C,17
Boonsri,5-Nov-04,Water temperature,C,9.16666666666667
Chai,21-Nov-04,Water temperature,C,7
Boonsri,26-Nov-04,Water temperature,C,9.33333333333333
Kohsoom,28-Nov-04,Water temperature,C,12.5
Boonsri,3-Dec-04,Water temperature,C,7.16666666666667
Somchair,3-Dec-04,Water temperature,C,8
Busarakhan,3-Dec-04,Water temperature,C,7
Chai,5-Dec-04,Water temperature,C,5
Kannika,11-Dec-04,Water temperature,C,4
Sakda,11-Dec-04,Water temperature,C,3.5
Boonsri,17-Dec-04,Water temperature,C,3
Kohsoom,19-Dec-04,Water temperature,C,1.5
Boonsri,14-Jan-05,Water temperature,C,2
Kannika,16-Jan-05,Water temperature,C,1.5
Sakda,16-Jan-05,Water temperature,C,1.5
Somchair,22-Jan-05,Water temperature,C,1
Busarakhan,22-Jan-05,Water temperature,C,1
Chai,27-Jan-05,Water temperature,C,2
Boonsri,28-Jan-05,Water temperature,C,4
Kohsoom,30-Jan-05,Water temperature,C,4.6
Chai,31-Jan-05,Water temperature,C,1
Boonsri,11-Feb-05,Water temperature,C,2.73333333333333
Kannika,11-Feb-05,Water temperature,C,0.5
Sakda,11-Feb-05,Water temperature,C,0.5
Somchair,20-Feb-05,Water temperature,C,1
Busarakhan,20-Feb-05,Water temperature,C,1
Chai,21-Feb-05,Water temperature,C,0
Boonsri,24-Feb-05,Water temperature,C,1.53333333333333
Kohsoom,27-Feb-05,Water temperature,C,4.2
Chai,28-Feb-05,Water temperature,C,3.5
Boonsri,11-Mar-05,Water temperature,C,6.66666666666667
Kannika,11-Mar-05,Water temperature,C,3.5
Sakda,11-Mar-05,Water temperature,C,3
Chai,17-Mar-05,Water temperature,C,2
Somchair,24-Mar-05,Water temperature,C,1
Busarakhan,24-Mar-05,Water temperature,C,2
Boonsri,25-Mar-05,Water temperature,C,6.66666666666667
Kohsoom,27-Mar-05,Water temperature,C,10.4
Chai,31-Mar-05,Water temperature,C,9.66666666666667
Boonsri,8-Apr-05,Water temperature,C,6.83333333333333
Kannika,8-Apr-05,Water temperature,C,7.5
Sakda,8-Apr-05,Water temperature,C,8
Chai,11-Apr-05,Water temperature,C,5
Chai,21-Apr-05,Water temperature,C,10
Boonsri,22-Apr-05,Water temperature,C,12.4333333333333
Somchair,24-Apr-05,Water temperature,C,14
Busarakhan,24-Apr-05,Water temperature,C,14
Kohsoom,25-Apr-05,Water temperature,C,14.4
Boonsri,13-May-05,Water temperature,C,16.5
Kannika,13-May-05,Water temperature,C,20.5
Sakda,13-May-05,Water temperature,C,20
Chai,16-May-05,Water temperature,C,13
Chai,23-May-05,Water temperature,C,21.3333333333333
Boonsri,28-May-05,Water temperature,C,22.3333333333333
Kohsoom,29-May-05,Water temperature,C,22.4
Somchair,29-May-05,Water temperature,C,21
Busarakhan,29-May-05,Water temperature,C,22
Boonsri,10-Jun-05,Water temperature,C,27.4000003333333
Kannika,10-Jun-05,Water temperature,C,25.5
Sakda,10-Jun-05,Water temperature,C,26
Chai,13-Jun-05,Water temperature,C,24
Somchair,17-Jun-05,Water temperature,C,20
Busarakhan,17-Jun-05,Water temperature,C,21
Chai,20-Jun-05,Water temperature,C,25.6666666666667
Boonsri,24-Jun-05,Water temperature,C,26
Kohsoom,26-Jun-05,Water temperature,C,27.9
Boonsri,8-Jul-05,Water temperature,C,24.1666666666667
Kannika,8-Jul-05,Water temperature,C,26
Sakda,8-Jul-05,Water temperature,C,26
Boonsri,22-Jul-05,Water temperature,C,27.1666666666667
Chai,23-Jul-05,Water temperature,C,26
Kohsoom,24-Jul-05,Water temperature,C,24
Somchair,24-Jul-05,Water temperature,C,26
Busarakhan,24-Jul-05,Water temperature,C,26
Chai,31-Jul-05,Water temperature,C,26.6666666666667
Boonsri,12-Aug-05,Water temperature,C,25.8333333333333
Kannika,12-Aug-05,Water temperature,C,23
Sakda,12-Aug-05,Water temperature,C,23.5
Somchair,14-Aug-05,Water temperature,C,23
Busarakhan,14-Aug-05,Water temperature,C,25
Chai,18-Aug-05,Water temperature,C,24
Chai,25-Aug-05,Water temperature,C,27
Boonsri,26-Aug-05,Water temperature,C,27.6666666666667
Kohsoom,28-Aug-05,Water temperature,C,28.4
Boonsri,9-Sep-05,Water temperature,C,20.3333333333333
Kannika,9-Sep-05,Water temperature,C,21
Sakda,9-Sep-05,Water temperature,C,20.5
Chai,22-Sep-05,Water temperature,C,18
Boonsri,23-Sep-05,Water temperature,C,21.3333333333333
Somchair,24-Sep-05,Water temperature,C,19
Busarakhan,24-Sep-05,Water temperature,C,20
Kohsoom,25-Sep-05,Water temperature,C,21
Chai,29-Sep-05,Water temperature,C,21
Boonsri,2-Oct-05,Water temperature,C,19
Chai,10-Oct-05,Water temperature,C,12
Kannika,14-Oct-05,Water temperature,C,16.5
Sakda,14-Oct-05,Water temperature,C,16.5
Chai,20-Oct-05,Water temperature,C,14
Boonsri,21-Oct-05,Water temperature,C,13.5
Kohsoom,23-Oct-05,Water temperature,C,17.200001
Somchair,23-Oct-05,Water temperature,C,6
Busarakhan,23-Oct-05,Water temperature,C,6
Boonsri,6-Nov-05,Water temperature,C,9.66666666666667
Kannika,11-Nov-05,Water temperature,C,8.5
Sakda,11-Nov-05,Water temperature,C,8.5
Chai,19-Nov-05,Water temperature,C,12
Somchair,24-Nov-05,Water temperature,C,4
Busarakhan,24-Nov-05,Water temperature,C,5
Boonsri,25-Nov-05,Water temperature,C,9.83333333333333
Chai,26-Nov-05,Water temperature,C,9
Kohsoom,27-Nov-05,Water temperature,C,10
Boonsri,2-Dec-05,Water temperature,C,7.6
Chai,5-Dec-05,Water temperature,C,7
Kannika,9-Dec-05,Water temperature,C,5.5
Sakda,9-Dec-05,Water temperature,C,6
Boonsri,16-Dec-05,Water temperature,C,4.66666666666667
Chai,16-Dec-05,Water temperature,C,6.5
Kohsoom,18-Dec-05,Water temperature,C,5.6
Somchair,22-Dec-05,Water temperature,C,6
Busarakhan,22-Dec-05,Water temperature,C,5
Boonsri,13-Jan-06,Water temperature,C,2.5
Kannika,13-Jan-06,Water temperature,C,0
Sakda,13-Jan-06,Water temperature,C,2
Chai,19-Jan-06,Water temperature,C,2
Boonsri,27-Jan-06,Water temperature,C,0.5
Chai,28-Jan-06,Water temperature,C,2
Busarakhan,28-Jan-06,Water temperature,C,2
Kohsoom,29-Jan-06,Water temperature,C,2.2
Somchair,29-Jan-06,Water temperature,C,2
Boonsri,10-Feb-06,Water temperature,C,4.5
Kannika,10-Feb-06,Water temperature,C,4.5
Sakda,10-Feb-06,Water temperature,C,4.5
Boonsri,24-Feb-06,Water temperature,C,6.83333333333333
Chai,24-Feb-06,Water temperature,C,2
Somchair,25-Feb-06,Water temperature,C,3
Busarakhan,25-Feb-06,Water temperature,C,3
Kohsoom,26-Feb-06,Water temperature,C,5.5
Chai,28-Feb-06,Water temperature,C,7
Boonsri,9-Mar-06,Water temperature,C,4.66666666666667
Kannika,9-Mar-06,Water temperature,C,5
Sakda,9-Mar-06,Water temperature,C,5.5
Chai,17-Mar-06,Water temperature,C,5
Boonsri,23-Mar-06,Water temperature,C,9.56666666666667
Somchair,23-Mar-06,Water temperature,C,9.1
Busarakhan,23-Mar-06,Water temperature,C,12.6
Kohsoom,25-Mar-06,Water temperature,C,11.5
Chai,29-Mar-06,Water temperature,C,12
Boonsri,6-Apr-06,Water temperature,C,9.83333333333333
Kannika,15-Apr-06,Water temperature,C,12
Sakda,15-Apr-06,Water temperature,C,12
Chai,23-Apr-06,Water temperature,C,10
Boonsri,27-Apr-06,Water temperature,C,16
Somchair,27-Apr-06,Water temperature,C,9.5
Busarakhan,27-Apr-06,Water temperature,C,9.5
Kohsoom,29-Apr-06,Water temperature,C,15
Chai,30-Apr-06,Water temperature,C,14
Boonsri,3-May-06,Water temperature,C,13.8
Kannika,11-May-06,Water temperature,C,17
Sakda,11-May-06,Water temperature,C,17
Boonsri,25-May-06,Water temperature,C,21
Chai,25-May-06,Water temperature,C,15
Kohsoom,27-May-06,Water temperature,C,19
Chai,28-May-06,Water temperature,C,14
Somchair,31-May-06,Water temperature,C,13
Busarakhan,31-May-06,Water temperature,C,13
Boonsri,8-Jun-06,Water temperature,C,18.6666666666667
Sakda,8-Jun-06,Water temperature,C,19.5
Chai,18-Jun-06,Water temperature,C,18
Boonsri,22-Jun-06,Water temperature,C,22.1666666666667
Somchair,25-Jun-06,Water temperature,C,24
Busarakhan,25-Jun-06,Water temperature,C,23
Kohsoom,26-Jun-06,Water temperature,C,26
Kannika,26-Jun-06,Water temperature,C,24
Chai,9-Jul-06,Water temperature,C,25
Kannika,11-Jul-06,Water temperature,C,20
Boonsri,13-Jul-06,Water temperature,C,22
Sakda,13-Jul-06,Water temperature,C,20
Chai,15-Jul-06,Water temperature,C,21
Somchair,16-Jul-06,Water temperature,C,17
Busarakhan,16-Jul-06,Water temperature,C,18
Boonsri,27-Jul-06,Water temperature,C,24
Boonsri,10-Aug-06,Water temperature,C,22.8333333333333
Kannika,10-Aug-06,Water temperature,C,24
Sakda,10-Aug-06,Water temperature,C,24
Somchair,13-Aug-06,Water temperature,C,24
Busarakhan,13-Aug-06,Water temperature,C,25
Chai,18-Aug-06,Water temperature,C,24
Boonsri,24-Aug-06,Water temperature,C,24.8333333333333
Kohsoom,26-Aug-06,Water temperature,C,25.5
Chai,27-Aug-06,Water temperature,C,24
Chai,2-Sep-06,Water temperature,C,25
Boonsri,7-Sep-06,Water temperature,C,22.8333333333333
Sakda,7-Sep-06,Water temperature,C,18
Kannika,14-Sep-06,Water temperature,C,19
Boonsri,21-Sep-06,Water temperature,C,22
Somchair,22-Sep-06,Water temperature,C,19
Busarakhan,22-Sep-06,Water temperature,C,19
Kohsoom,23-Sep-06,Water temperature,C,22.6
Chai,29-Sep-06,Water temperature,C,18.3333333333333
Somchair,6-Oct-06,Water temperature,C,17
Busarakhan,6-Oct-06,Water temperature,C,17
Chai,8-Oct-06,Water temperature,C,16
Boonsri,12-Oct-06,Water temperature,C,23
Kannika,12-Oct-06,Water temperature,C,15
Sakda,12-Oct-06,Water temperature,C,15
Chai,15-Oct-06,Water temperature,C,14
Boonsri,26-Oct-06,Water temperature,C,14.1666666666667
Kohsoom,28-Oct-06,Water temperature,C,16
Boonsri,9-Nov-06,Water temperature,C,11
Kannika,9-Nov-06,Water temperature,C,13.5
Sakda,9-Nov-06,Water temperature,C,13.5
Chai,15-Nov-06,Water temperature,C,9
Somchair,22-Nov-06,Water temperature,C,3
Busarakhan,22-Nov-06,Water temperature,C,3
Boonsri,23-Nov-06,Water temperature,C,7.33333333333333
Kohsoom,25-Nov-06,Water temperature,C,8.9
Chai,25-Nov-06,Water temperature,C,1
Boonsri,7-Dec-06,Water temperature,C,1.73333333333333
Kannika,7-Dec-06,Water temperature,C,7.5
Sakda,7-Dec-06,Water temperature,C,7
Chai,10-Dec-06,Water temperature,C,2
Somchair,13-Dec-06,Water temperature,C,2
Busarakhan,13-Dec-06,Water temperature,C,2
Chai,20-Dec-06,Water temperature,C,1
Boonsri,21-Dec-06,Water temperature,C,4
Kohsoom,23-Dec-06,Water temperature,C,5.1
Boonsri,11-Jan-07,Water temperature,C,4.16666666666667
Kannika,11-Jan-07,Water temperature,C,5.5
Sakda,11-Jan-07,Water temperature,C,5
Chai,18-Jan-07,Water temperature,C,2
Somchair,24-Jan-07,Water temperature,C,2
Busarakhan,24-Jan-07,Water temperature,C,3
Boonsri,25-Jan-07,Water temperature,C,2.83333333333333
Kohsoom,27-Jan-07,Water temperature,C,3.8
Chai,27-Jan-07,Water temperature,C,8
Boonsri,8-Feb-07,Water temperature,C,0.5
Kannika,8-Feb-07,Water temperature,C,1
Sakda,15-Feb-07,Water temperature,C,1.5
Chai,16-Feb-07,Water temperature,C,2
Boonsri,22-Feb-07,Water temperature,C,1.83333333333333
Somchair,22-Feb-07,Water temperature,C,2
Busarakhan,22-Feb-07,Water temperature,C,3
Kohsoom,24-Feb-07,Water temperature,C,3.1
Chai,28-Feb-07,Water temperature,C,1
Boonsri,9-Mar-07,Water temperature,C,2
Kannika,15-Mar-07,Water temperature,C,5
Sakda,15-Mar-07,Water temperature,C,5
Boonsri,22-Mar-07,Water temperature,C,4
Chai,23-Mar-07,Water temperature,C,8
Kohsoom,24-Mar-07,Water temperature,C,8.3
Somchair,28-Mar-07,Water temperature,C,6
Busarakhan,28-Mar-07,Water temperature,C,5
Chai,31-Mar-07,Water temperature,C,6
Boonsri,6-Apr-07,Water temperature,C,7.66666666666667
Chai,12-Apr-07,Water temperature,C,11
Kannika,12-Apr-07,Water temperature,C,11
Sakda,12-Apr-07,Water temperature,C,11
Boonsri,19-Apr-07,Water temperature,C,9
Somchair,20-Apr-07,Water temperature,C,19
Busarakhan,20-Apr-07,Water temperature,C,18
Kohsoom,21-Apr-07,Water temperature,C,11.9
Chai,25-Apr-07,Water temperature,C,14
Boonsri,10-May-07,Water temperature,C,16
Kannika,10-May-07,Water temperature,C,15
Sakda,10-May-07,Water temperature,C,15.5
Chai,18-May-07,Water temperature,C,18
Boonsri,24-May-07,Water temperature,C,17.8333333333333
Kohsoom,26-May-07,Water temperature,C,22
Somchair,26-May-07,Water temperature,C,28
Busarakhan,26-May-07,Water temperature,C,26
Chai,31-May-07,Water temperature,C,21
Boonsri,7-Jun-07,Water temperature,C,21
Sakda,7-Jun-07,Water temperature,C,19
Kannika,9-Jun-07,Water temperature,C,20
Boonsri,21-Jun-07,Water temperature,C,21
Chai,21-Jun-07,Water temperature,C,22
Kohsoom,23-Jun-07,Water temperature,C,21.7
Somchair,23-Jun-07,Water temperature,C,21
Busarakhan,23-Jun-07,Water temperature,C,19
Chai,28-Jun-07,Water temperature,C,22.8333333333333
Boonsri,5-Jul-07,Water temperature,C,26
Chai,7-Jul-07,Water temperature,C,23
Kannika,7-Jul-07,Water temperature,C,23.5
Sakda,7-Jul-07,Water temperature,C,24
Boonsri,19-Jul-07,Water temperature,C,22
Chai,19-Jul-07,Water temperature,C,28
Kohsoom,21-Jul-07,Water temperature,C,26.9
Somchair,22-Jul-07,Water temperature,C,26
Busarakhan,22-Jul-07,Water temperature,C,26
Chai,4-Aug-07,Water temperature,C,27
Kannika,11-Aug-07,Water temperature,C,24.5
Sakda,11-Aug-07,Water temperature,C,24.5
Boonsri,23-Aug-07,Water temperature,C,20.3333333333333
Kohsoom,25-Aug-07,Water temperature,C,26.7
Somchair,25-Aug-07,Water temperature,C,22
Busarakhan,25-Aug-07,Water temperature,C,22
Sakda,6-Sep-07,Water temperature,C,22.5
Chai,12-Sep-07,Water temperature,C,22
Boonsri,20-Sep-07,Water temperature,C,20.3333333333333
Chai,21-Sep-07,Water temperature,C,15
Kohsoom,23-Sep-07,Water temperature,C,10.5
Somchair,29-Sep-07,Water temperature,C,24
Busarakhan,29-Sep-07,Water temperature,C,23
Kannika,30-Sep-07,Water temperature,C,22.5
Kannika,13-Oct-07,Water temperature,C,15
Sakda,13-Oct-07,Water temperature,C,15.5
Boonsri,25-Oct-07,Water temperature,C,10
Somchair,26-Oct-07,Water temperature,C,13
Busarakhan,26-Oct-07,Water temperature,C,13
Kohsoom,27-Oct-07,Water temperature,C,10
Chai,28-Oct-07,Water temperature,C,14
Sakda,10-Nov-07,Water temperature,C,9.5
Boonsri,15-Nov-07,Water temperature,C,11
Kannika,21-Nov-07,Water temperature,C,9.5
Boonsri,22-Nov-07,Water temperature,C,7.33333333333333
Chai,23-Nov-07,Water temperature,C,6
Kohsoom,24-Nov-07,Water temperature,C,5.6
Somchair,28-Nov-07,Water temperature,C,8
Busarakhan,28-Nov-07,Water temperature,C,9
Chai,30-Nov-07,Water temperature,C,9
Sakda,8-Dec-07,Water temperature,C,5
Kannika,13-Dec-07,Water temperature,C,0
Boonsri,20-Dec-07,Water temperature,C,3.5
Chai,20-Dec-07,Water temperature,C,7
Kohsoom,22-Dec-07,Water temperature,C,3.1
Somchair,22-Dec-07,Water temperature,C,5
Busarakhan,22-Dec-07,Water temperature,C,6
Chai,28-Dec-07,Water temperature,C,7
Boonsri,10-Jan-08,Water temperature,C,2
Kannika,10-Jan-08,Water temperature,C,3
Sakda,12-Jan-08,Water temperature,C,2
Chai,18-Jan-08,Water temperature,C,1.5
Boonsri,24-Jan-08,Water temperature,C,0.5
Kohsoom,26-Jan-08,Water temperature,C,0.5
Somchair,3-Feb-08,Water temperature,C,0
Busarakhan,3-Feb-08,Water temperature,C,0
Boonsri,6-Feb-08,Water temperature,C,0.5
Chai,15-Feb-08,Water temperature,C,1
Boonsri,21-Feb-08,Water temperature,C,3.23333333333333
Kohsoom,23-Feb-08,Water temperature,C,5.5
Sakda,23-Feb-08,Water temperature,C,3
Chai,24-Feb-08,Water temperature,C,3
Kannika,2-Mar-08,Water temperature,C,3.5
Sakda,14-Mar-08,Water temperature,C,5
Chai,17-Mar-08,Water temperature,C,3
Boonsri,21-Mar-08,Water temperature,C,6.66666666666667
Kohsoom,23-Mar-08,Water temperature,C,13
Chai,29-Mar-08,Water temperature,C,9
Sakda,11-Apr-08,Water temperature,C,11
Kannika,14-Apr-08,Water temperature,C,12
Chai,28-Apr-08,Water temperature,C,8
Somchair,3-May-08,Water temperature,C,14
Busarakhan,3-May-08,Water temperature,C,15
Kannika,9-May-08,Water temperature,C,14.5
Sakda,9-May-08,Water temperature,C,14
Boonsri,16-May-08,Water temperature,C,15.9666666666667
Chai,18-May-08,Water temperature,C,18
Kohsoom,26-May-08,Water temperature,C,16.5
Somchair,30-May-08,Water temperature,C,20
Busarakhan,30-May-08,Water temperature,C,22
Chai,31-May-08,Water temperature,C,18
Chai,2-Jun-08,Water temperature,C,20.6666666666667
Chai,12-Jun-08,Water temperature,C,18.6666666666667
Sakda,13-Jun-08,Water temperature,C,19.5
Kannika,15-Jun-08,Water temperature,C,19
Boonsri,20-Jun-08,Water temperature,C,21.5666666666667
Chai,21-Jun-08,Water temperature,C,25
Somchair,26-Jun-08,Water temperature,C,23
Busarakhan,26-Jun-08,Water temperature,C,23
Kohsoom,29-Jun-08,Water temperature,C,27.5
Chai,7-Jul-08,Water temperature,C,28
Boonsri,11-Jul-08,Water temperature,C,24.5
Sakda,11-Jul-08,Water temperature,C,24
Somchair,12-Jul-08,Water temperature,C,25
Busarakhan,12-Jul-08,Water temperature,C,25
Kannika,12-Jul-08,Water temperature,C,25
Chai,14-Jul-08,Water temperature,C,25
Boonsri,25-Jul-08,Water temperature,C,25.0333333333333
Kohsoom,27-Jul-08,Water temperature,C,24
Boonsri,3-Aug-08,Water temperature,C,27.4333333333333
Kannika,8-Aug-08,Water temperature,C,26
Sakda,8-Aug-08,Water temperature,C,26
Boonsri,10-Aug-08,Water temperature,C,24.3333333333333
Somchair,11-Aug-08,Water temperature,C,26
Busarakhan,11-Aug-08,Water temperature,C,26
Boonsri,22-Aug-08,Water temperature,C,23.1666666666667
Chai,23-Aug-08,Water temperature,C,27
Boonsri,28-Aug-08,Water temperature,C,22.8333333333333
Kohsoom,31-Aug-08,Water temperature,C,19.5
Chai,31-Aug-08,Water temperature,C,20
Boonsri,5-Sep-08,Water temperature,C,20.8333333333333
Sakda,6-Sep-08,Water temperature,C,21
Kannika,7-Sep-08,Water temperature,C,21
Chai,11-Sep-08,Water temperature,C,22
Boonsri,13-Sep-08,Water temperature,C,20.75
Boonsri,18-Sep-08,Water temperature,C,20
Somchair,21-Sep-08,Water temperature,C,21
Busarakhan,21-Sep-08,Water temperature,C,22
Chai,25-Sep-08,Water temperature,C,17.6666666666667
Boonsri,26-Sep-08,Water temperature,C,20.5
Kohsoom,28-Sep-08,Water temperature,C,19.5
Boonsri,3-Oct-08,Water temperature,C,20.1666666666667
Boonsri,10-Oct-08,Water temperature,C,19.1666666666667
Kannika,12-Oct-08,Water temperature,C,17.5
Sakda,12-Oct-08,Water temperature,C,17.5
Boonsri,17-Oct-08,Water temperature,C,14.1666666666667
Chai,17-Oct-08,Water temperature,C,16
Somchair,19-Oct-08,Water temperature,C,11
Busarakhan,19-Oct-08,Water temperature,C,11
Boonsri,24-Oct-08,Water temperature,C,17.8333333333333
Kohsoom,26-Oct-08,Water temperature,C,17
Chai,30-Oct-08,Water temperature,C,12
Boonsri,1-Nov-08,Water temperature,C,13
Kannika,7-Nov-08,Water temperature,C,8
Sakda,7-Nov-08,Water temperature,C,8.5
Chai,15-Nov-08,Water temperature,C,13
Somchair,17-Nov-08,Water temperature,C,10
Busarakhan,17-Nov-08,Water temperature,C,10
Chai,21-Nov-08,Water temperature,C,9.33333333333333
Kohsoom,27-Nov-08,Water temperature,C,11.5
Boonsri,28-Nov-08,Water temperature,C,9.2
Somchair,5-Dec-08,Water temperature,C,8.5
Busarakhan,5-Dec-08,Water temperature,C,8.5
Boonsri,12-Dec-08,Water temperature,C,8
Chai,12-Dec-08,Water temperature,C,5.66666666666667
Kannika,12-Dec-08,Water temperature,C,7.5
Sakda,12-Dec-08,Water temperature,C,7.5
Somchair,15-Dec-08,Water temperature,C,7
Busarakhan,15-Dec-08,Water temperature,C,7
Kohsoom,19-Dec-08,Water temperature,C,7
Kannika,9-Jan-09,Water temperature,C,5
Sakda,9-Jan-09,Water temperature,C,5
Boonsri,11-Jan-09,Water temperature,C,6
Chai,11-Jan-09,Water temperature,C,6
Tansanee,12-Jan-09,Water temperature,C,3.5
Achara,15-Jan-09,Water temperature,C,6.5
Chai,18-Jan-09,Water temperature,C,4.66666666666667
Decha,21-Jan-09,Water temperature,C,5.1
Somchair,24-Jan-09,Water temperature,C,6
Busarakhan,24-Jan-09,Water temperature,C,6
Boonsri,29-Jan-09,Water temperature,C,4
Kohsoom,29-Jan-09,Water temperature,C,6
Tansanee,7-Feb-09,Water temperature,C,4
Chai,8-Feb-09,Water temperature,C,5.66666666666667
Achara,13-Feb-09,Water temperature,C,5.5
Kannika,13-Feb-09,Water temperature,C,6.5
Sakda,13-Feb-09,Water temperature,C,6.5
Boonsri,14-Feb-09,Water temperature,C,6
Somchair,14-Feb-09,Water temperature,C,6
Busarakhan,14-Feb-09,Water temperature,C,6
Decha,17-Feb-09,Water temperature,C,4.3
Kohsoom,26-Feb-09,Water temperature,C,5.5
Chai,26-Feb-09,Water temperature,C,5
Boonsri,27-Feb-09,Water temperature,C,5
Boonsri,6-Mar-09,Water temperature,C,9
Tansanee,13-Mar-09,Water temperature,C,7
Kannika,13-Mar-09,Water temperature,C,7.5
Sakda,13-Mar-09,Water temperature,C,7.5
Decha,17-Mar-09,Water temperature,C,9.6
Boonsri,19-Mar-09,Water temperature,C,11.1666666666667
Achara,19-Mar-09,Water temperature,C,13
Chai,20-Mar-09,Water temperature,C,10.6666666666667
Somchair,27-Mar-09,Water temperature,C,8
Busarakhan,27-Mar-09,Water temperature,C,8
Chai,28-Mar-09,Water temperature,C,10
Kohsoom,29-Mar-09,Water temperature,C,9.5
Boonsri,12-Apr-09,Water temperature,C,13
Achara,17-Apr-09,Water temperature,C,16
Kannika,17-Apr-09,Water temperature,C,12.5
Sakda,17-Apr-09,Water temperature,C,12.5
Chai,18-Apr-09,Water temperature,C,13.6666666666667
Boonsri,23-Apr-09,Water temperature,C,17.1666666666667
Decha,23-Apr-09,Water temperature,C,8
Kohsoom,24-Apr-09,Water temperature,C,18
Somchair,25-Apr-09,Water temperature,C,16
Busarakhan,25-Apr-09,Water temperature,C,15
Tansanee,25-Apr-09,Water temperature,C,16
Chai,26-Apr-09,Water temperature,C,15.6666666666667
Boonsri,4-May-09,Water temperature,C,18
Kannika,8-May-09,Water temperature,C,16.5
Sakda,8-May-09,Water temperature,C,16.5
Tansanee,16-May-09,Water temperature,C,22
Decha,17-May-09,Water temperature,C,22
Achara,17-May-09,Water temperature,C,21
Boonsri,21-May-09,Water temperature,C,20.6666666666667
Chai,21-May-09,Water temperature,C,17.1666666666667
Somchair,25-May-09,Water temperature,C,24
Busarakhan,25-May-09,Water temperature,C,24
Kohsoom,28-May-09,Water temperature,C,24
Chai,30-May-09,Water temperature,C,18
Tansanee,6-Jun-09,Water temperature,C,24
Boonsri,12-Jun-09,Water temperature,C,24.5
Achara,12-Jun-09,Water temperature,C,26
Kannika,12-Jun-09,Water temperature,C,24.2
Sakda,12-Jun-09,Water temperature,C,24
Chai,14-Jun-09,Water temperature,C,22
Decha,20-Jun-09,Water temperature,C,24.8
Boonsri,25-Jun-09,Water temperature,C,27.6666666666667
Kohsoom,25-Jun-09,Water temperature,C,27
Chai,27-Jun-09,Water temperature,C,24
Somchair,28-Jun-09,Water temperature,C,23
Busarakhan,28-Jun-09,Water temperature,C,23
Tansanee,3-Jul-09,Water temperature,C,26
Chai,9-Jul-09,Water temperature,C,22
Achara,11-Jul-09,Water temperature,C,22
Kannika,11-Jul-09,Water temperature,C,25
Sakda,11-Jul-09,Water temperature,C,24
Boonsri,12-Jul-09,Water temperature,C,19
Decha,19-Jul-09,Water temperature,C,27.6
Boonsri,23-Jul-09,Water temperature,C,26.8333333333333
Chai,24-Jul-09,Water temperature,C,24.6666666666667
Somchair,26-Jul-09,Water temperature,C,24
Busarakhan,26-Jul-09,Water temperature,C,25
Kohsoom,30-Jul-09,Water temperature,C,24
Tansanee,2-Aug-09,Water temperature,C,20
Kannika,8-Aug-09,Water temperature,C,25
